국가명,기후대,연도,차종 구분,차량 구분,GDP,총수출량,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
북미-멕시코,건조,2021,상업용차,상업용차,20.0,10249,1132,1318,869,1448,566,398,1097,619,789,754,538,721
북미-멕시코,건조,2023,SUV,SUV,20.0,8534,612,487,1074,1024,218,752,705,777,51,1330,505,999
북미-멕시코,건조,2020,전기차,전기차,20.0,7436,88,857,61,758,504,407,1300,332,282,624,865,1358
북미-미국,온대,2021,소형차,소형차,20.0,9416,1161,427,1119,1449,230,838,813,482,521,564,877,935
북미-미국,온대,2024,상업용차,상업용차,20.0,8582,653,357,297,271,958,910,1281,848,51,643,1117,1196
북미-미국,온대,2021,SUV,SUV,20.0,9719,901,852,1335,1034,981,184,982,743,649,1233,106,719
북미-미국,온대,2020,전기차,전기차,20.0,9891,528,1429,477,1228,793,841,643,1456,229,1327,64,876
북미-캐나다,한랭,2023,소형차,소형차,20.0,8182,65,850,667,344,842,1273,672,191,878,770,1132,498
북미-캐나다,한랭,2022,상업용차,상업용차,20.0,10627,867,1191,383,671,1299,1110,569,1168,538,1091,1206,534
북미-캐나다,한랭,2022,SUV,SUV,20.0,9128,416,736,754,1298,1317,467,1375,275,1080,224,856,330
북미-캐나다,한랭,2023,전기차,전기차,20.0,8153,509,100,514,800,520,542,651,253,759,675,1426,1404
서유럽,온대,2022,소형차,소형차,45.0,8633,718,676,378,207,557,999,1304,178,1034,1041,213,1328
서유럽,온대,2020,상업용차,상업용차,45.0,10179,53,936,1121,1225,1393,1123,815,1062,81,887,50,1433
서유럽,온대,2020,SUV,SUV,45.0,10314,804,362,781,757,269,650,1229,1369,963,1168,1254,708
서유럽,온대,2022,전기차,전기차,45.0,7649,1353,432,817,853,1176,262,641,723,266,150,926,50
아시아,온대,2020,소형차,소형차,20.0,9170,564,1016,1269,748,906,1209,838,87,464,1499,291,279
아시아,온대,2023,상업용차,상업용차,20.0,7589,528,1262,124,765,602,80,725,374,1055,540,853,681
아시아,온대,2024,SUV,SUV,20.0,9399,891,1454,1003,1291,53,831,135,203,932,168,1083,1355
아시아,온대,2022,전기차,전기차,20.0,8030,242,948,308,1345,948,364,477,232,512,1099,718,837
중남미,열대,2024,소형차,소형차,20.0,9554,115,251,801,1330,791,1494,172,1298,735,197,1269,1101
중남미,열대,2020,상업용차,상업용차,20.0,7915,273,396,799,1472,121,93,989,1205,501,435,168,1463
중남미,열대,2021,SUV,SUV,20.0,9643,503,224,1004,299,1203,1016,641,1183,132,891,1337,1210
중남미,열대,2021,전기차,전기차,20.0,9134,891,1267,878,326,1202,1124,411,833,1033,99,642,428
중동·아프리카,건조,2021,소형차,소형차,20.0,8054,926,1481,1115,1188,376,485,500,115,355,635,698,180
중동·아프리카,건조,2020,상업용차,상업용차,20.0,11439,1100,1144,1202,1314,843,308,1058,874,1111,712,432,1341
중동·아프리카,건조,2022,SUV,SUV,20.0,10058,884,936,915,527,1238,983,1369,315,302,1083,796,710
중동·아프리카,건조,2022,전기차,전기차,20.0,9841,615,65,1094,667,911,651,1240,334,1093,966,1108,1097
동유럽,한랭,2023,소형차,소형차,25.0,8808,121,1124,1320,1181,175,112,340,1107,67,676,1429,1156
동유럽,한랭,2022,상업용차,상업용차,25.0,10439,1402,1122,432,1105,379,584,1148,945,472,1213,1371,266
동유럽,한랭,2024,SUV,SUV,25.0,10161,368,793,1066,1401,1025,921,646,1401,922,802,660,156
동유럽,한랭,2023,전기차,전기차,25.0,9525,820,797,911,1102,751,81,655,172,1483,552,822,1379
북미-멕시코,건조,2024,소형차,소형차,20.0,6720,673,1182,77,521,418,292,485,52,284,73,1356,1307
북미-멕시코,건조,2024,상업용차,상업용차,20.0,8629,251,169,215,883,274,93,1210,809,1254,1011,1445,1015
북미-멕시코,건조,2022,SUV,SUV,20.0,9805,1200,457,1016,309,1167,882,497,872,428,1214,492,1271
북미-멕시코,건조,2022,전기차,전기차,20.0,11701,1438,1048,522,498,1434,1426,465,1286,1362,163,579,1480
북미-미국,온대,2024,소형차,소형차,20.0,8584,1354,322,399,418,465,1421,529,930,352,655,343,1396
북미-미국,온대,2023,상업용차,상업용차,20.0,10329,1351,166,318,1455,926,1259,472,1399,403,1270,360,950
북미-미국,온대,2024,SUV,SUV,20.0,9308,183,688,804,127,736,795,1080,644,1297,847,842,1265
북미-미국,온대,2021,전기차,전기차,20.0,10393,881,1272,245,1107,233,1106,252,1412,784,1242,547,1312
북미-캐나다,한랭,2023,소형차,소형차,20.0,10890,1290,586,1386,128,751,649,1176,1323,765,1246,1368,222
북미-캐나다,한랭,2023,상업용차,상업용차,20.0,10707,1107,1384,57,978,1073,1036,530,967,391,793,1020,1371
북미-캐나다,한랭,2022,SUV,SUV,20.0,9506,372,657,821,1099,1101,818,837,385,808,761,1157,690
북미-캐나다,한랭,2020,전기차,전기차,20.0,7267,286,175,764,1401,279,87,372,177,1156,1297,616,657
서유럽,온대,2023,소형차,소형차,45.0,6394,655,542,482,472,189,1010,88,663,430,967,332,564
서유럽,온대,2023,상업용차,상업용차,45.0,12491,1433,1138,778,955,448,1497,1138,731,1270,1306,1409,388
서유럽,온대,2021,SUV,SUV,45.0,8799,823,186,574,1038,1153,525,321,668,695,581,808,1427
서유럽,온대,2024,전기차,전기차,45.0,9350,497,580,630,1080,917,953,781,947,567,1070,1070,258
아시아,온대,2022,소형차,소형차,20.0,9946,1160,637,854,1204,1102,339,962,444,379,1408,620,837
아시아,온대,2021,상업용차,상업용차,20.0,9080,1061,1311,1247,1218,1344,390,467,389,159,342,557,595
아시아,온대,2024,SUV,SUV,20.0,10843,831,841,1373,783,741,1368,548,1460,1234,296,959,409
아시아,온대,2024,전기차,전기차,20.0,9301,589,389,818,671,462,644,742,1405,648,563,1333,1037
중남미,열대,2020,소형차,소형차,20.0,10238,1023,1428,1445,1256,415,604,568,525,1156,243,255,1320
중남미,열대,2020,상업용차,상업용차,20.0,8375,1134,1444,326,159,1058,1282,245,232,161,1196,138,1000
중남미,열대,2024,SUV,SUV,20.0,8914,583,381,842,98,745,1112,273,1357,711,1260,195,1357
중남미,열대,2022,전기차,전기차,20.0,6636,413,588,1267,740,886,385,839,183,833,176,259,67
중동·아프리카,건조,2024,소형차,소형차,20.0,11031,1010,1065,822,447,1032,1268,1168,1235,306,1407,897,374
중동·아프리카,건조,2021,상업용차,상업용차,20.0,7296,1393,110,722,338,387,1140,137,1222,139,586,429,693
중동·아프리카,건조,2023,SUV,SUV,20.0,7655,347,73,192,537,275,1342,1477,77,478,624,1074,1159
중동·아프리카,건조,2021,전기차,전기차,20.0,10087,688,1220,614,1221,734,454,1254,563,302,1078,1337,622
동유럽,한랭,2023,소형차,소형차,25.0,10855,470,294,1172,1152,1264,1345,889,684,1463,1425,216,481
동유럽,한랭,2022,상업용차,상업용차,25.0,7957,1233,232,1451,574,910,508,849,129,312,99,566,1094
동유럽,한랭,2024,SUV,SUV,25.0,8967,673,428,583,842,1333,142,693,674,322,526,1256,1495
동유럽,한랭,2021,전기차,전기차,25.0,8496,154,1006,137,864,493,301,568,1275,791,1273,570,1064
북미-멕시코,건조,2021,소형차,소형차,20.0,10876,1070,827,75,1190,1267,1451,1200,1124,420,1408,124,720
북미-멕시코,건조,2024,상업용차,상업용차,20.0,10159,303,369,1323,1366,402,1130,908,1450,523,587,1010,788
북미-멕시코,건조,2022,SUV,SUV,20.0,7287,1077,144,433,296,389,583,1031,94,1370,132,631,1107
북미-멕시코,건조,2022,전기차,전기차,20.0,9078,806,913,1168,644,914,1106,498,154,1373,109,521,872
북미-미국,온대,2024,소형차,소형차,20.0,11844,795,227,1291,836,1249,112,1332,1471,1048,1237,1243,1003
북미-미국,온대,2020,상업용차,상업용차,20.0,11096,1417,893,207,193,1280,1372,1269,1344,608,1028,648,837
북미-미국,온대,2020,SUV,SUV,20.0,9951,653,1208,1368,857,1048,791,1148,670,133,347,590,1138
북미-미국,온대,2022,전기차,전기차,20.0,6424,134,99,130,876,680,516,696,1068,635,760,102,728
북미-캐나다,한랭,2021,소형차,소형차,20.0,9871,637,1083,1115,1039,771,1027,157,857,1005,644,789,747
북미-캐나다,한랭,2020,상업용차,상업용차,20.0,9165,1247,510,1158,754,443,916,494,207,838,451,1092,1055
북미-캐나다,한랭,2024,SUV,SUV,20.0,10495,1140,1069,744,832,1161,1313,654,549,700,944,438,951
북미-캐나다,한랭,2023,전기차,전기차,20.0,7032,747,179,497,555,231,551,533,126,1000,518,609,1486
서유럽,온대,2021,소형차,소형차,45.0,8816,1336,741,257,189,1120,723,657,1283,589,746,1026,149
서유럽,온대,2021,상업용차,상업용차,45.0,9954,205,886,969,193,1232,482,903,1135,752,843,1439,915
서유럽,온대,2023,SUV,SUV,45.0,8060,897,1097,631,858,583,285,1172,816,416,658,337,310
서유럽,온대,2023,전기차,전기차,45.0,9421,610,1078,1335,530,1470,899,538,1439,864,102,128,428
아시아,온대,2020,소형차,소형차,20.0,10346,1138,969,1316,1035,1487,633,1058,436,549,188,1012,525
아시아,온대,2022,상업용차,상업용차,20.0,8256,525,681,648,198,1386,1341,274,55,1075,544,1448,81
아시아,온대,2021,SUV,SUV,20.0,7370,191,768,153,769,711,1312,234,397,864,272,1422,277
아시아,온대,2023,전기차,전기차,20.0,10719,1041,764,949,1293,1445,169,526,812,974,331,1347,1068
중남미,열대,2020,소형차,소형차,20.0,9347,448,1246,803,808,630,423,1159,1116,542,394,961,817
중남미,열대,2022,상업용차,상업용차,20.0,8956,616,467,427,307,232,502,430,949,1322,1039,1183,1482
중남미,열대,2020,SUV,SUV,20.0,10740,447,912,1462,1461,1393,390,1266,1486,796,70,718,339
중남미,열대,2022,전기차,전기차,20.0,8165,1348,880,1057,590,761,537,642,150,979,548,562,111
중동·아프리카,건조,2021,소형차,소형차,20.0,8819,566,1132,679,496,755,505,665,843,1060,487,200,1431
중동·아프리카,건조,2023,상업용차,상업용차,20.0,9783,983,294,1185,563,808,704,304,1260,543,448,1279,1412
중동·아프리카,건조,2024,SUV,SUV,20.0,10145,130,1035,1375,1450,688,956,768,820,163,392,1150,1218
중동·아프리카,건조,2020,전기차,전기차,20.0,8443,302,1295,407,257,1148,741,614,273,1234,855,505,812
동유럽,한랭,2023,소형차,소형차,25.0,12782,1175,927,1146,1069,1050,1288,203,1370,1447,1320,681,1106
동유럽,한랭,2021,상업용차,상업용차,25.0,8030,912,708,354,958,1315,412,234,416,749,781,335,856
동유럽,한랭,2022,SUV,SUV,25.0,9232,215,1029,443,745,1439,1153,772,428,1425,347,469,767
동유럽,한랭,2020,전기차,전기차,25.0,10179,743,1223,215,440,803,1366,978,1211,1058,505,241,1396
북미-멕시코,건조,2022,소형차,소형차,20.0,10279,853,884,905,1206,685,864,390,1330,826,644,1365,327
북미-멕시코,건조,2020,상업용차,상업용차,20.0,8525,931,999,1305,123,209,222,540,176,1246,79,1386,1309
북미-멕시코,건조,2020,SUV,SUV,20.0,10007,1423,266,1473,234,1292,112,1189,1224,589,730,1092,383
북미-멕시코,건조,2024,전기차,전기차,20.0,10011,751,1410,290,986,196,467,965,826,1467,1118,71,1464
북미-미국,온대,2021,소형차,소형차,20.0,10497,200,1250,1360,1066,445,1323,757,1242,1207,1108,354,185
북미-미국,온대,2020,상업용차,상업용차,20.0,8419,259,906,840,824,699,57,1399,211,244,716,903,1361
북미-미국,온대,2020,SUV,SUV,20.0,8828,137,645,140,1216,610,1498,1222,400,1143,417,1129,271
북미-미국,온대,2020,전기차,전기차,20.0,12032,715,1050,625,1498,1165,958,1172,878,1341,1013,438,1179
북미-캐나다,한랭,2024,소형차,소형차,20.0,8956,379,755,567,1483,411,654,1339,718,666,560,1058,366
북미-캐나다,한랭,2021,상업용차,상업용차,20.0,10257,874,606,1175,1053,506,1453,594,1394,815,145,1472,170
북미-캐나다,한랭,2024,SUV,SUV,20.0,8797,184,888,651,801,1061,263,761,317,1475,298,894,1204
북미-캐나다,한랭,2021,전기차,전기차,20.0,10214,665,811,1467,469,787,1482,861,226,1070,764,1371,241
서유럽,온대,2024,소형차,소형차,45.0,5241,834,330,117,545,148,222,605,256,69,436,686,993
서유럽,온대,2021,상업용차,상업용차,45.0,6352,393,219,293,866,138,286,1374,976,111,688,545,463
서유럽,온대,2020,SUV,SUV,45.0,6948,288,269,583,379,271,1161,401,461,66,191,1491,1387
서유럽,온대,2021,전기차,전기차,45.0,11614,143,1260,1120,356,435,1310,1498,591,785,1369,1357,1390
아시아,온대,2023,소형차,소형차,20.0,10736,723,1157,1161,1104,1416,441,1260,528,429,1178,768,571
아시아,온대,2024,상업용차,상업용차,20.0,8677,666,1144,193,1256,899,105,856,190,1357,327,1047,637
아시아,온대,2020,SUV,SUV,20.0,10525,174,1291,341,1154,892,95,146,1355,1106,1339,1255,1377
아시아,온대,2020,전기차,전기차,20.0,8219,654,900,915,997,1317,747,114,179,970,315,414,697
중남미,열대,2023,소형차,소형차,20.0,9469,856,1124,304,269,676,448,806,1415,923,1001,634,1013
중남미,열대,2022,상업용차,상업용차,20.0,9655,422,59,1028,52,1257,923,902,1499,1465,1155,429,464
중남미,열대,2022,SUV,SUV,20.0,7919,1323,264,353,567,734,337,554,999,874,606,1230,78
중남미,열대,2020,전기차,전기차,20.0,13720,1332,1330,1142,1373,1448,1258,1120,961,1465,623,1190,478
중동·아프리카,건조,2022,소형차,소형차,20.0,10494,1419,286,631,1347,778,549,1063,999,1176,1408,459,379
중동·아프리카,건조,2023,상업용차,상업용차,20.0,10351,1475,1097,299,889,1089,912,1028,1158,452,737,645,570
중동·아프리카,건조,2022,SUV,SUV,20.0,8536,1111,507,668,718,125,401,1279,984,109,1090,926,618
중동·아프리카,건조,2023,전기차,전기차,20.0,10121,847,1386,1286,1484,419,635,1201,88,1285,411,858,221
동유럽,한랭,2020,소형차,소형차,25.0,10315,312,1339,1099,854,1494,1358,176,1318,1354,291,377,343
동유럽,한랭,2021,상업용차,상업용차,25.0,7437,893,755,481,993,812,398,930,907,614,467,89,98
동유럽,한랭,2023,SUV,SUV,25.0,11343,150,1209,826,474,661,1453,928,1046,1452,915,1325,904
동유럽,한랭,2021,전기차,전기차,25.0,9444,537,174,479,243,530,429,1079,461,1471,1308,1402,1331
북미-멕시코,건조,2024,소형차,소형차,20.0,8435,437,1051,1242,207,562,297,61,285,1367,771,1309,846
북미-멕시코,건조,2021,상업용차,상업용차,20.0,6361,731,317,415,1201,74,337,278,215,372,528,1362,531
북미-멕시코,건조,2021,SUV,SUV,20.0,9715,280,607,1048,237,352,1242,1184,1356,1364,1039,551,455
북미-멕시코,건조,2020,전기차,전기차,20.0,10187,70,1448,914,1343,974,524,1019,690,412,1158,557,1078
북미-미국,온대,2020,소형차,소형차,20.0,8708,229,890,814,1372,609,1304,218,1293,445,1125,359,50
북미-미국,온대,2020,상업용차,상업용차,20.0,6438,967,139,770,739,252,705,889,406,1020,149,77,325
북미-미국,온대,2022,SUV,SUV,20.0,11949,1483,1400,1045,1432,974,740,1460,1139,1183,466,453,174
북미-미국,온대,2020,전기차,전기차,20.0,8757,885,1273,392,741,398,1223,1198,820,183,178,865,601
북미-캐나다,한랭,2021,소형차,소형차,20.0,11208,764,1073,554,113,1106,1325,228,891,820,1462,1437,1435
북미-캐나다,한랭,2023,상업용차,상업용차,20.0,11731,764,1437,166,1224,1328,1498,1317,1091,1385,381,129,1011
북미-캐나다,한랭,2024,SUV,SUV,20.0,8846,422,95,495,387,147,1414,1172,1496,1143,1399,514,162
북미-캐나다,한랭,2023,전기차,전기차,20.0,10059,1200,840,773,626,1280,1023,786,199,1430,1200,199,503
서유럽,온대,2024,소형차,소형차,45.0,7873,798,370,206,493,960,491,325,767,447,578,1401,1037
서유럽,온대,2020,상업용차,상업용차,45.0,10575,1340,620,572,780,903,616,994,1325,979,1461,487,498
서유럽,온대,2020,SUV,SUV,45.0,8158,689,1203,192,234,974,1381,410,840,456,507,440,832
서유럽,온대,2021,전기차,전기차,45.0,9304,803,1239,610,179,1140,424,630,610,287,867,1115,1400
아시아,온대,2024,소형차,소형차,20.0,7743,289,554,928,238,1276,1030,1327,177,539,377,237,771
아시아,온대,2023,상업용차,상업용차,20.0,9614,1085,555,966,866,251,1146,309,1099,921,549,1292,575
아시아,온대,2023,SUV,SUV,20.0,9613,956,133,1490,1494,1316,1297,240,51,930,1334,246,126
아시아,온대,2020,전기차,전기차,20.0,6239,582,1280,424,444,1117,296,193,498,308,267,621,209
중남미,열대,2022,소형차,소형차,20.0,13036,1326,61,732,1021,1340,992,872,1002,1486,1395,1356,1453
중남미,열대,2021,상업용차,상업용차,20.0,10251,259,1452,141,1147,1012,317,1106,1322,1464,321,647,1063
중남미,열대,2020,SUV,SUV,20.0,9279,71,1017,873,662,1389,137,1377,84,579,1091,1342,657
중남미,열대,2020,전기차,전기차,20.0,6354,726,277,676,488,350,284,946,182,335,149,619,1322
중동·아프리카,건조,2023,소형차,소형차,20.0,9331,895,642,590,783,976,1273,519,1167,78,1221,1126,61
중동·아프리카,건조,2022,상업용차,상업용차,20.0,8214,1006,271,977,1008,577,143,698,115,627,1454,853,485
중동·아프리카,건조,2023,SUV,SUV,20.0,8039,1459,480,328,1010,208,1402,1168,281,95,1110,364,134
중동·아프리카,건조,2021,전기차,전기차,20.0,12546,1487,1349,1303,934,557,53,1407,1248,1256,979,1394,579
동유럽,한랭,2021,소형차,소형차,25.0,9730,676,629,1491,596,738,1014,448,811,1375,1192,105,655
동유럽,한랭,2023,상업용차,상업용차,25.0,6889,103,437,76,1128,387,625,195,880,1150,615,1163,130
동유럽,한랭,2020,SUV,SUV,25.0,10143,59,1221,857,1091,1144,695,879,91,1047,1297,1360,402
동유럽,한랭,2021,전기차,전기차,25.0,10502,1297,446,1378,1176,1481,891,1247,123,1112,400,608,343
북미-멕시코,건조,2020,소형차,소형차,20.0,9184,1471,1141,93,495,1162,1120,733,792,1016,269,708,184
북미-멕시코,건조,2021,상업용차,상업용차,20.0,9145,135,410,548,1097,1112,1275,1048,1383,457,1008,156,516
북미-멕시코,건조,2021,SUV,SUV,20.0,7357,803,264,1252,335,585,1270,1033,226,93,934,239,323
북미-멕시코,건조,2023,전기차,전기차,20.0,10302,1420,959,788,118,676,986,597,915,1381,572,1052,838
북미-미국,온대,2023,소형차,소형차,20.0,11103,1122,813,299,1397,1323,670,736,1324,821,248,893,1457
북미-미국,온대,2021,상업용차,상업용차,20.0,9674,1418,366,134,133,942,641,946,1302,1324,337,1025,1106
북미-미국,온대,2020,SUV,SUV,20.0,9432,89,782,724,95,119,1315,1414,821,1218,1343,550,962
북미-미국,온대,2024,전기차,전기차,20.0,10019,1322,621,1308,1196,291,807,720,111,1253,826,519,1045
북미-캐나다,한랭,2020,소형차,소형차,20.0,9597,287,1413,432,130,1147,1237,479,155,1110,1458,1065,684
북미-캐나다,한랭,2023,상업용차,상업용차,20.0,8813,454,433,181,1241,167,1239,1471,592,1158,63,1365,449
북미-캐나다,한랭,2023,SUV,SUV,20.0,7950,702,61,1358,241,581,984,220,1044,1125,581,51,1002
북미-캐나다,한랭,2022,전기차,전기차,20.0,9013,1096,1231,196,1230,217,832,164,205,1289,56,1488,1009
서유럽,온대,2022,소형차,소형차,45.0,6984,1173,196,1183,947,717,1029,201,100,340,179,480,439
서유럽,온대,2023,상업용차,상업용차,45.0,9586,442,1126,1320,381,801,1072,1157,54,832,339,939,1123
서유럽,온대,2021,SUV,SUV,45.0,7755,945,142,1218,170,833,1141,444,610,1032,951,167,102
서유럽,온대,2023,전기차,전기차,45.0,8025,622,111,1042,599,246,1038,1070,456,135,791,931,984
아시아,온대,2022,소형차,소형차,20.0,9232,668,528,1417,996,599,344,660,829,60,528,1119,1484
아시아,온대,2023,상업용차,상업용차,20.0,9780,866,1189,60,857,786,51,901,1251,1079,570,839,1331
아시아,온대,2024,SUV,SUV,20.0,8368,1254,84,673,1223,642,944,216,97,651,1135,289,1160
아시아,온대,2023,전기차,전기차,20.0,8679,551,552,1000,1085,1073,508,566,1406,338,753,435,412
중남미,열대,2021,소형차,소형차,20.0,9043,489,1085,1136,1158,139,441,1116,79,1310,1179,399,512
중남미,열대,2023,상업용차,상업용차,20.0,9079,415,136,432,951,829,1213,1405,844,1198,434,400,822
중남미,열대,2024,SUV,SUV,20.0,9387,974,1176,741,698,1259,205,294,424,949,1260,1288,119
중남미,열대,2022,전기차,전기차,20.0,10735,798,1241,829,1209,1014,535,1021,1095,324,622,910,1137
중동·아프리카,건조,2023,소형차,소형차,20.0,9127,100,1468,609,461,843,710,319,1404,887,556,1245,525
중동·아프리카,건조,2024,상업용차,상업용차,20.0,10044,1254,845,816,377,1014,590,1054,1399,426,1199,945,125
중동·아프리카,건조,2024,SUV,SUV,20.0,10236,876,755,1101,1209,1316,1201,163,255,962,867,961,570
중동·아프리카,건조,2022,전기차,전기차,20.0,9969,1475,242,787,94,1293,480,1132,104,810,961,1187,1404
동유럽,한랭,2022,소형차,소형차,25.0,10156,566,921,1394,658,1384,1392,701,272,528,246,1094,1000
동유럽,한랭,2022,상업용차,상업용차,25.0,7917,986,573,82,905,694,243,1098,783,154,1115,958,326
동유럽,한랭,2024,SUV,SUV,25.0,9141,311,530,1406,1211,886,730,267,790,289,890,365,1466
동유럽,한랭,2024,전기차,전기차,25.0,7342,904,493,464,635,384,259,763,494,399,1032,257,1258
북미-멕시코,건조,2020,소형차,소형차,20.0,10264,520,824,758,749,1476,1461,1245,849,1237,467,405,273
북미-멕시코,건조,2022,상업용차,상업용차,20.0,10989,1408,444,893,1267,1284,1032,1088,66,1141,433,1226,707
북미-멕시코,건조,2020,SUV,SUV,20.0,8923,611,1297,1258,344,1075,934,614,671,1248,396,150,325
북미-멕시코,건조,2024,전기차,전기차,20.0,11034,1168,1297,1215,754,1062,904,1324,355,94,876,1225,760
북미-미국,온대,2024,소형차,소형차,20.0,10219,310,898,1199,1403,119,1133,526,692,1018,1095,1329,497
북미-미국,온대,2022,상업용차,상업용차,20.0,10890,910,827,724,971,917,881,763,1458,644,1221,913,661
북미-미국,온대,2021,SUV,SUV,20.0,10433,1298,960,756,755,487,1047,1345,732,1169,1386,401,97
북미-미국,온대,2024,전기차,전기차,20.0,11191,1496,195,1444,1176,863,1440,1444,777,433,1352,506,65
북미-캐나다,한랭,2021,소형차,소형차,20.0,8117,85,107,718,394,1456,700,736,460,700,1087,856,818
북미-캐나다,한랭,2023,상업용차,상업용차,20.0,8212,1496,228,782,731,1275,96,156,1273,663,294,948,270
북미-캐나다,한랭,2021,SUV,SUV,20.0,10430,1121,670,1109,999,240,875,1227,516,1252,802,413,1206
북미-캐나다,한랭,2021,전기차,전기차,20.0,10436,1485,1275,1288,1240,520,422,951,814,304,630,1456,51
서유럽,온대,2020,소형차,소형차,45.0,8934,501,714,580,986,62,1361,1063,1238,402,156,442,1429
서유럽,온대,2022,상업용차,상업용차,45.0,10710,647,1185,786,632,1292,1279,1359,906,307,170,707,1440
서유럽,온대,2022,SUV,SUV,45.0,10092,1287,531,1172,1459,397,1031,648,1058,468,1198,579,264
서유럽,온대,2023,전기차,전기차,45.0,9402,398,1224,988,577,727,1189,946,405,218,1127,315,1288
아시아,온대,2023,소형차,소형차,20.0,9274,775,1051,557,574,826,153,1228,1309,520,751,155,1375
아시아,온대,2024,상업용차,상업용차,20.0,7867,1172,68,230,1452,184,670,119,50,998,1137,762,1025
아시아,온대,2021,SUV,SUV,20.0,8567,469,332,760,906,973,954,106,1485,167,506,525,1384
아시아,온대,2020,전기차,전기차,20.0,9148,1253,1113,397,1349,1224,124,1100,267,775,80,1301,165
중남미,열대,2021,소형차,소형차,20.0,9664,355,1257,868,1319,330,1198,1433,661,1419,351,118,355
중남미,열대,2022,상업용차,상업용차,20.0,11133,1118,1400,125,1064,1000,1200,1430,481,1162,911,307,935
중남미,열대,2023,SUV,SUV,20.0,9345,1080,1366,674,385,474,758,586,994,337,161,1089,1441
중남미,열대,2021,전기차,전기차,20.0,7548,473,389,704,161,439,1075,1270,564,1491,744,162,76
중동·아프리카,건조,2024,소형차,소형차,20.0,10613,1174,583,880,853,585,845,723,1204,549,1412,927,878
중동·아프리카,건조,2022,상업용차,상업용차,20.0,10612,1250,489,1443,237,904,694,1149,640,192,1305,1243,1066
중동·아프리카,건조,2020,SUV,SUV,20.0,8818,460,605,677,1274,400,1122,1288,317,625,255,1484,311
중동·아프리카,건조,2023,전기차,전기차,20.0,8346,209,401,1068,140,1125,365,1357,1206,212,735,950,578
동유럽,한랭,2021,소형차,소형차,25.0,9605,501,1153,813,770,800,307,925,1065,389,908,1458,516
동유럽,한랭,2021,상업용차,상업용차,25.0,8532,283,796,437,880,1487,532,1224,801,700,1154,95,143
동유럽,한랭,2023,SUV,SUV,25.0,8726,1172,1142,198,1361,239,1278,255,411,266,889,322,1193
동유럽,한랭,2023,전기차,전기차,25.0,9213,1057,971,774,506,413,1282,514,173,1494,557,943,529
북미-멕시코,건조,2024,소형차,소형차,20.0,8315,664,501,1046,763,374,1030,943,628,56,1077,322,911
북미-멕시코,건조,2023,상업용차,상업용차,20.0,8736,623,950,1399,432,1489,456,550,444,155,628,131,1479
북미-멕시코,건조,2021,SUV,SUV,20.0,8312,1181,375,188,1161,420,268,527,1347,367,892,436,1150
북미-멕시코,건조,2024,전기차,전기차,20.0,8223,661,990,1314,1461,192,577,54,286,580,768,627,713
북미-미국,온대,2021,소형차,소형차,20.0,5946,520,94,246,823,217,333,199,330,342,1424,1319,99
북미-미국,온대,2024,상업용차,상업용차,20.0,7742,859,115,427,1442,890,346,466,1151,1181,377,235,253
북미-미국,온대,2021,SUV,SUV,20.0,9432,649,414,1169,600,913,252,1107,595,906,1239,151,1437
북미-미국,온대,2023,전기차,전기차,20.0,10400,205,87,1494,1385,1120,1004,214,1192,650,1049,858,1142
북미-캐나다,한랭,2020,소형차,소형차,20.0,7205,69,359,1437,356,588,591,830,1027,602,189,627,530
북미-캐나다,한랭,2021,상업용차,상업용차,20.0,9257,743,292,1250,1112,479,1069,758,900,1039,972,193,450
북미-캐나다,한랭,2024,SUV,SUV,20.0,8734,1217,1380,1490,297,1099,166,182,829,500,247,397,930
북미-캐나다,한랭,2023,전기차,전기차,20.0,9161,106,761,95,667,1034,1203,825,1224,868,1056,770,552
서유럽,온대,2021,소형차,소형차,45.0,10942,1228,1259,977,1158,1045,1224,1076,208,90,1046,378,1253
서유럽,온대,2020,상업용차,상업용차,45.0,7470,290,509,1237,64,1378,385,1016,423,277,980,733,178
서유럽,온대,2021,SUV,SUV,45.0,8308,1176,1290,327,539,399,826,272,1279,828,281,234,857
서유럽,온대,2022,전기차,전기차,45.0,9632,477,1478,1301,361,1333,883,328,656,1053,703,667,392
아시아,온대,2024,소형차,소형차,20.0,8815,1218,905,1189,91,333,1446,1393,628,154,183,193,1082
아시아,온대,2024,상업용차,상업용차,20.0,8951,873,581,1332,938,738,1156,1385,310,194,653,195,596
아시아,온대,2020,SUV,SUV,20.0,9364,669,1208,640,729,1304,316,588,945,1080,981,262,642
아시아,온대,2021,전기차,전기차,20.0,8559,160,515,1282,158,449,865,555,1230,82,1251,859,1153
중남미,열대,2023,소형차,소형차,20.0,12552,897,1184,1135,1454,1161,206,740,978,1012,1335,1464,986
중남미,열대,2023,상업용차,상업용차,20.0,6658,630,933,509,379,1142,239,826,102,204,927,200,567
중남미,열대,2023,SUV,SUV,20.0,8995,1283,634,377,1012,821,255,814,244,590,791,711,1463
중남미,열대,2021,전기차,전기차,20.0,10582,1405,464,1318,109,1261,875,1040,634,680,378,1077,1341
중동·아프리카,건조,2021,소형차,소형차,20.0,8302,732,800,1320,809,690,1402,473,256,126,855,197,642
중동·아프리카,건조,2020,상업용차,상업용차,20.0,10102,1364,908,194,926,931,1426,963,480,833,709,506,862
